0.	-0.9530903224285626
0.05	-0.9043149526592604
0.1	-0.8555077504252739
0.15000000000000002	-0.8068070592363364
0.2	-0.7582226975882809
0.25	-0.7097575263473589
0.30000000000000004	-0.6614143208428164
0.35000000000000003	-0.6131961813959229
0.4	-0.5651065822163845
0.45	-0.5171494035419237
0.5	-0.4693289661748857
0.55	-0.42165006951879397
0.6000000000000001	-0.3741180334438724
0.65	-0.32673874436885436
0.7000000000000001	-0.279518705982467
0.75	-0.23246509504033883
0.8	-0.18558582268557008
0.8500000000000001	-0.13888960175992046
0.9	-0.09238602059001892
0.9500000000000001	-0.046085623722643854
1.01	0.0091902530368641
1.11	0.10056780011609374
1.21	0.19090373123844634
1.31	0.28005471661479386
1.4100000000000001	0.3678505168689428
1.51	0.45409257955199017
1.61	0.5385569305536635
1.71	0.6210046801843144
1.81	0.7012026576455729
1.9100000000000001	0.778953156879756
2.	0.8467267902546239
2.5	1.1869097863286504
3.	1.4842306629751985
3.5	1.7626249979011734
4.	2.033187863739466
4.5	2.2998531308598764
5.	2.5640954626177432
5.5	2.826608831282261
6.	3.087803472237221
6.5	3.347957561005079
7.	3.6072731725396263
7.5	3.865902838692999
8.	4.123964814503295
8.5	4.3815527942194334
9.	4.638742392776954
9.5	4.895595576755467
10.	5.152163749624055
10.5	5.408489941690863
11.	5.6646104002292255
11.5	5.920555774887747
12.	6.176352027113319
12.5	6.432021148289007
13.	6.687581742217661
13.5	6.943049508527739
14.	7.198437651193575
14.5	7.45375722838169
15.	7.709017454730498
15.5	7.964225963924698
16.	8.219389037364518
16.5	8.47451180341368
17.	8.729598410855205
17.5	8.984652179610281
18.	9.23967573137039
18.5	9.494671102487311
19.	9.749639841219269
19.5	10.004583091220336
20.	10.259501662971562
