0.	-1.
0.05	-0.9312271374143095
0.1	-0.8646683668709635
0.15000000000000002	-0.8005888289006162
0.2	-0.7389102359384137
0.25	-0.6795342142710049
0.30000000000000004	-0.6223608961831132
0.35000000000000003	-0.5672903144540145
0.4	-0.5142229057842046
0.45	-0.46306000311042356
0.5	-0.4137043324022694
0.55	-0.3660604935198066
0.6000000000000001	-0.3200354119447685
0.65	-0.2755387544951202
0.7000000000000001	-0.2324833056956088
0.75	-0.19078530298837287
0.8	-0.15036472920654625
0.8500000000000001	-0.11114556034925477
0.9	-0.07305596616629248
0.9500000000000001	-0.03602846070702897
1.01	0.007091038969946524
1.11	0.0760279525964699
1.21	0.14165148547032674
1.31	0.20430252283497685
1.4100000000000001	0.26426121248369794
1.51	0.32175617401775536
1.61	0.37697520983672866
1.71	0.4300763893448476
1.81	0.4811984261170861
1.9100000000000001	0.5304694524442201
2.	0.5733333401934476
2.5	0.7901602671706902
3.	0.9809337911405049
3.5	1.1518718252843367
4.	1.2995728313984896
4.5	1.4216197782360955
5.	1.5224506873324417
5.5	1.6093350035580567
6.	1.6880413994278403
6.5	1.7619758129342695
7.	1.8329058660430022
7.5	1.9017365160024708
8.	1.968976694350966
8.5	2.0349628755424622
9.	2.099951032640777
9.5	2.1641497667340084
10.	2.227731381901363
10.5	2.2908365324292244
11.	2.353577867974945
11.5	2.416043934312914
12.	2.4783032306078696
12.5	2.5404080778486433
13.	2.602398048377298
13.5	2.6643028492754652
14.	2.7261446567730294
14.5	2.7879399560646525
15.	2.8497009636670887
15.5	2.9114367118882707
16.	2.973153867410107
16.5	3.034857344678889
17.	3.0965507630984597
17.5	3.1582367864789824
18.	3.2199173743486367
18.5	3.2815939676264883
19.	3.3432676255901765
19.5	3.4049391268020335
20.	3.46660904341704
